date,weather,dealer_orders,dtc_orders,total_orders,purchase_orders_received,purchase_units_received,purchase_orders_created,purchase_units_ordered,total_on_hand_units,total_available_units,out_of_stock_skus,sales_orders,customer_count,booked_revenue,requested_units,fulfilled_units,backordered_units,fulfilled_revenue,service_level,backorder_rate
2023-08-05,Sunny,5,15,20,0,0,1,60,5420,5420,53,20,6,237773.62,69,28,41,100294.62,0.4057971014492754,0.5942028985507246
2023-08-06,Sunny,2,12,14,1,70,0,0,5470,5470,53,14,3,120175.05,30,20,10,78163.65,0.6666666666666666,0.3333333333333333
2023-08-07,Sunny,19,9,28,1,62,4,241,5456,5456,53,28,15,500524.91000000003,159,76,83,243524.36000000002,0.4779874213836478,0.5220125786163522
2023-08-08,Sunny,21,9,30,0,0,2,122,5376,5376,55,30,16,563778.74,188,80,108,214615.62,0.425531914893617,0.574468085106383
2023-08-09,Sunny,20,8,28,1,61,0,0,5364,5364,55,28,15,451232.36,148,73,75,211132.47999999998,0.49324324324324326,0.5067567567567568
2023-08-10,Sunny,18,10,28,3,180,3,182,5464,5464,54,28,16,500418.24,161,80,81,249225.64,0.4968944099378882,0.5031055900621118
2023-08-11,Sunny,18,12,30,2,121,0,0,5506,5506,54,30,15,510034.52,150,79,71,269130.48,0.5266666666666666,0.47333333333333333
2023-08-12,Sunny,6,15,21,1,61,1,62,5543,5543,53,21,7,182760.15,53,24,29,81305.23,0.4528301886792453,0.5471698113207547
2023-08-13,Sunny,2,14,16,1,66,1,60,5589,5589,52,16,3,166443.05,40,20,20,88262.35,0.5,0.5
2023-08-14,Sunny,19,9,28,1,60,3,183,5540,5540,52,28,17,605641.71,201,109,92,320149.60000000003,0.5422885572139303,0.4577114427860697
2023-08-15,Sunny,21,8,29,1,63,2,122,5506,5506,52,29,18,553192.58,185,97,88,285192.84,0.5243243243243243,0.4756756756756757
2023-08-16,Sunny,23,10,33,4,244,2,121,5582,5582,50,33,17,801482.24,257,168,89,524644.47,0.6536964980544747,0.3463035019455253
2023-08-17,Sunny,21,10,31,4,248,1,63,5702,5702,48,31,17,686345.8300000001,229,128,101,378309.98,0.5589519650655022,0.4410480349344978
2023-08-18,Sunny,20,13,33,0,0,2,121,5609,5609,48,33,17,540332.97,161,93,68,320896.86,0.577639751552795,0.422360248447205
2023-08-19,Sunny,6,14,20,0,0,1,63,5559,5559,49,20,7,230389.81,71,50,21,151559.24,0.704225352112676,0.29577464788732394
2023-08-20,Sunny,2,13,15,1,61,0,0,5595,5595,48,15,3,111409.02,30,25,5,84014.02,0.8333333333333334,0.16666666666666666
2023-08-21,Sunny,21,9,30,3,184,3,184,5658,5658,48,30,17,600777.38,184,121,63,396221.24,0.657608695652174,0.3423913043478261
2023-08-22,Sunny,24,10,34,3,185,2,122,5707,5707,45,34,21,700565.71,217,136,81,447024.75,0.6267281105990783,0.37327188940092165
2023-08-23,Sunny,22,11,33,4,245,3,186,5802,5802,44,33,18,690229.66,226,150,76,458029.81,0.6637168141592921,0.336283185840708
2023-08-24,Sunny,19,11,30,2,125,0,0,5855,5855,44,30,16,442677.08,133,72,61,227251.14,0.5413533834586466,0.45864661654135336
2023-08-25,Sunny,18,13,31,3,181,2,124,5926,5926,43,31,15,631301.21,192,110,82,366206.27,0.5729166666666666,0.4270833333333333
2023-08-26,Sunny,5,14,19,0,0,1,60,5885,5885,43,19,5,254670.51,70,41,29,146801.42,0.5857142857142857,0.4142857142857143
2023-08-27,Sunny,2,15,17,2,124,0,0,5992,5992,42,17,2,109396.62,28,17,11,63702.36,0.6071428571428571,0.39285714285714285
2023-08-28,Sunny,21,9,30,1,61,0,0,5936,5936,42,30,13,657783.99,209,117,92,377591.57,0.5598086124401914,0.44019138755980863
2023-08-29,Sunny,24,10,34,2,124,1,61,5912,5912,43,34,22,759723.27,244,148,96,474808.83,0.6065573770491803,0.39344262295081966
2023-08-30,Sunny,17,11,28,3,183,1,61,6011,6011,41,28,13,496951.94,150,84,66,281290.36,0.56,0.44
2023-08-31,Sunny,22,11,33,4,244,0,0,6124,6124,39,33,16,654336.2,212,131,81,396960.17,0.6179245283018868,0.38207547169811323
2023-09-01,Sunny,17,11,28,2,120,4,244,6130,6130,38,28,13,564031.15,172,114,58,368688.12,0.6627906976744186,0.3372093023255814
2023-09-02,Sunny,6,13,19,2,120,0,0,6207,6207,38,19,4,257996.35,69,43,26,159285.74,0.6231884057971014,0.37681159420289856
2023-09-03,Sunny,2,14,16,2,121,0,0,6310,6310,37,16,3,111919.32,30,18,12,65512.66,0.6,0.4
2023-09-04,Sunny,18,9,27,4,241,4,246,6439,6439,35,27,16,552825.12,173,112,61,352361.99,0.6473988439306358,0.35260115606936415
2023-09-05,Sunny,20,9,29,4,245,2,125,6545,6545,32,29,16,622641.59,198,139,59,438271.91,0.702020202020202,0.29797979797979796
2023-09-06,Sunny,18,10,28,1,61,3,184,6501,6501,33,28,14,463404.33999999997,148,105,43,333706.79,0.7094594594594594,0.2905405405405405
2023-09-07,Sunny,20,9,29,3,185,1,62,6573,6573,33,29,16,536562.38,167,113,54,358985.39,0.6766467065868264,0.32335329341317365
2023-09-08,Sunny,18,11,29,1,60,1,66,6501,6501,33,29,17,524243.46,163,132,31,431771.46,0.8098159509202454,0.1901840490797546
2023-09-09,Sunny,5,13,18,0,0,2,123,6453,6453,33,18,5,185185.24,61,48,13,144833.68,0.7868852459016393,0.21311475409836064
2023-09-10,Sunny,2,10,12,1,60,0,0,6495,6495,33,12,3,86615.7,23,18,5,68291.59,0.782608695652174,0.21739130434782608
2023-09-11,Sunny,20,9,29,3,185,1,61,6577,6577,34,29,17,495855.26,164,103,61,310036.37,0.6280487804878049,0.3719512195121951
2023-09-12,Sunny,18,10,28,2,122,1,60,6553,6553,35,28,16,530399.77,173,146,27,445005.84,0.8439306358381503,0.15606936416184972
2023-09-13,Sunny,17,8,25,2,122,2,123,6547,6547,33,25,15,555151.98,171,128,43,421940.1,0.7485380116959064,0.25146198830409355
2023-09-14,Sunny,14,11,25,2,125,2,123,6592,6592,32,25,11,379379.68,110,80,30,278496.56,0.7272727272727273,0.2727272727272727
2023-09-15,Sunny,15,12,27,1,63,0,0,6584,6584,33,27,14,397737.83,116,71,45,248583.97,0.6120689655172413,0.3879310344827586
2023-09-16,Sunny,5,13,18,2,126,0,0,6679,6679,32,18,6,164546.12,45,31,14,119931.66,0.6888888888888889,0.3111111111111111
2023-09-17,Sunny,2,11,13,2,123,0,0,6782,6782,31,13,3,122606.70000000001,33,20,13,75643.67,0.6060606060606061,0.3939393939393939
2023-09-18,Sunny,18,9,27,3,184,2,121,6861,6861,33,27,14,514832.77,155,105,50,347175.84,0.6774193548387096,0.3225806451612903
2023-09-19,Sunny,22,10,32,0,0,2,121,6732,6732,33,32,15,628969.8200000001,202,129,73,399629.64,0.6386138613861386,0.3613861386138614
2023-09-20,Sunny,20,9,29,0,0,4,246,6601,6601,33,29,16,542517.09,177,131,46,408404.87,0.7401129943502824,0.2598870056497175
2023-09-21,Sunny,17,10,27,0,0,2,126,6498,6498,35,27,14,459662.05,141,103,38,342711.14,0.7304964539007093,0.2695035460992908
2023-09-22,Sunny,17,10,27,1,61,2,124,6447,6447,35,27,13,524081.15,159,112,47,371791.52,0.7044025157232704,0.29559748427672955
2023-09-23,Sunny,5,14,19,1,60,1,60,6470,6470,36,19,6,218712.59,63,37,26,135329.97,0.5873015873015873,0.4126984126984127
2023-09-24,Sunny,2,12,14,4,246,1,60,6685,6685,33,14,3,152542.1,37,31,6,127515.26,0.8378378378378378,0.16216216216216217
2023-09-25,Sunny,20,8,28,0,0,2,120,6542,6542,34,28,16,610919.3,202,143,59,429138.29,0.7079207920792079,0.29207920792079206
2023-09-26,Sunny,18,9,27,1,63,2,131,6502,6502,33,27,14,480059.49,152,103,49,328334.67,0.6776315789473685,0.3223684210526316
2023-09-27,Sunny,18,8,26,2,122,0,0,6527,6527,34,26,16,510446.12,170,97,73,296228.85,0.5705882352941176,0.4294117647058823
2023-09-28,Sunny,18,9,27,0,0,2,122,6416,6416,35,27,14,528356.02,168,111,57,354200.73,0.6607142857142857,0.3392857142857143
2023-09-29,Sunny,17,12,29,1,60,3,181,6357,6357,36,29,14,543888.92,179,119,60,361182.38,0.664804469273743,0.33519553072625696
2023-09-30,Sunny,6,15,21,1,61,1,60,6368,6368,38,21,7,264296.27,75,50,25,181985.82,0.6666666666666666,0.3333333333333333
2023-10-01,Sunny,1,10,11,4,241,0,0,6588,6588,35,11,2,105046.6,29,21,8,78432.5,0.7241379310344828,0.27586206896551724
2023-10-02,Sunny,15,8,23,2,122,0,0,6626,6626,35,23,12,407765.1,125,84,41,283280.78,0.672,0.328
2023-10-03,Sunny,18,7,25,0,0,3,184,6511,6511,37,25,15,534057.0,179,115,64,335438.19,0.6424581005586593,0.3575418994413408
2023-10-04,Sunny,16,7,23,3,182,2,126,6594,6594,37,23,13,462526.86,151,99,52,307314.62,0.6556291390728477,0.3443708609271523
2023-10-05,Sunny,14,7,21,0,0,2,122,6466,6466,37,21,13,503843.75,159,128,31,410415.62,0.8050314465408805,0.1949685534591195
2023-10-06,Sunny,13,9,22,2,123,1,61,6521,6521,39,22,10,272506.53,93,68,25,193175.61,0.7311827956989247,0.26881720430107525
2023-10-07,Sunny,4,10,14,1,60,0,0,6551,6551,38,14,5,146086.72,42,30,12,109870.95,0.7142857142857143,0.2857142857142857
2023-10-08,Sunny,1,10,11,3,183,1,60,6717,6717,35,11,2,80663.56,23,17,6,55336.42,0.7391304347826086,0.2608695652173913
2023-10-09,Sunny,16,7,23,2,122,3,187,6742,6742,35,23,14,467826.64,145,97,48,318873.38,0.6689655172413793,0.3310344827586207
2023-10-10,Sunny,18,7,25,1,60,0,0,6702,6702,36,25,16,464034.56,143,100,43,333911.56,0.6993006993006993,0.3006993006993007
2023-10-11,Sunny,15,8,23,1,63,1,62,6673,6673,36,23,12,456893.64,141,92,49,306132.84,0.6524822695035462,0.3475177304964539
2023-10-12,Sunny,16,8,24,2,121,2,128,6678,6678,36,24,15,563001.01,182,116,66,370357.29,0.6373626373626373,0.3626373626373626
2023-10-13,Sunny,12,8,20,1,63,2,120,6671,6671,39,20,13,339950.88,107,70,37,223124.84,0.6542056074766355,0.34579439252336447
2023-10-14,Sunny,5,12,17,0,0,0,0,6643,6643,39,17,5,196430.61000000002,58,28,30,99723.4,0.4827586206896552,0.5172413793103449
2023-10-15,Sunny,1,11,12,3,184,0,0,6819,6819,36,12,2,93973.36,22,8,14,41292.0,0.36363636363636365,0.6363636363636364
2023-10-16,Sunny,16,7,23,1,61,0,0,6784,6784,37,23,13,449841.96,147,96,51,297703.4,0.6530612244897959,0.3469387755102041
2023-10-17,Sunny,19,7,26,3,186,1,61,6871,6871,35,26,15,564464.9299999999,183,99,84,313266.98,0.5409836065573771,0.45901639344262296
2023-10-18,Sunny,15,8,23,0,0,0,0,6802,6802,35,23,14,393167.46,129,69,60,223933.14,0.5348837209302325,0.46511627906976744
2023-10-19,Sunny,16,8,24,2,124,1,60,6829,6829,33,24,14,494467.74,163,97,66,276936.02,0.5950920245398773,0.4049079754601227
2023-10-20,Sunny,13,9,22,1,60,0,0,6789,6789,36,22,10,417462.27,135,100,35,308160.39,0.7407407407407407,0.25925925925925924
2023-10-21,Sunny,5,11,16,0,0,0,0,6749,6749,36,16,5,170856.28,53,40,13,127337.63,0.7547169811320755,0.24528301886792453
2023-10-22,Sunny,1,9,10,0,0,0,0,6742,6742,36,10,2,57908.14,13,7,6,33593.0,0.5384615384615384,0.46153846153846156
2023-10-23,Sunny,16,7,23,1,61,2,125,6704,6704,37,23,13,552410.08,165,99,66,339266.22,0.6,0.4
2023-10-24,Sunny,18,7,25,1,61,1,61,6657,6657,39,25,12,508332.5,164,108,56,333620.05,0.6585365853658537,0.34146341463414637
2023-10-25,Sunny,14,7,21,0,0,1,62,6581,6581,41,21,12,439937.23,139,76,63,242049.99,0.5467625899280576,0.45323741007194246
2023-10-26,Sunny,16,8,24,4,244,1,60,6731,6731,40,24,12,423931.19,133,94,39,290981.76,0.706766917293233,0.2932330827067669
2023-10-27,Sunny,14,10,24,0,0,0,0,6636,6636,40,24,11,451859.73,139,95,44,298594.49,0.6834532374100719,0.31654676258992803
2023-10-28,Sunny,4,11,15,0,0,1,60,6595,6595,40,15,5,182683.13,53,41,12,132822.12,0.7735849056603774,0.22641509433962265
2023-10-29,Sunny,1,12,13,4,246,0,0,6829,6829,36,13,2,80595.28,19,12,7,53492.76,0.631578947368421,0.3684210526315789
2023-10-30,Sunny,16,6,22,2,125,0,0,6850,6850,35,22,14,460350.18,155,104,51,298596.38,0.6709677419354839,0.32903225806451614
2023-10-31,Sunny,18,7,25,3,184,3,187,6932,6932,34,25,17,479863.19,151,102,49,324405.41000000003,0.6754966887417219,0.32450331125827814
2023-11-01,Sunny,17,8,25,1,62,5,300,6878,6878,33,25,12,465932.42,146,116,30,367948.05,0.7945205479452054,0.2054794520547945
2023-11-02,Sunny,16,8,24,2,127,0,0,6893,6893,33,24,14,463247.14,157,112,45,329256.43,0.7133757961783439,0.28662420382165604
2023-11-03,Sunny,16,10,26,2,123,3,183,6912,6912,32,26,14,540279.97,174,104,70,315130.03,0.5977011494252874,0.40229885057471265
2023-11-04,Sunny,4,11,15,0,0,1,61,6870,6870,32,15,5,173769.44,49,42,7,144782.91999999998,0.8571428571428571,0.14285714285714285
2023-11-05,Sunny,2,13,15,2,124,0,0,6971,6971,32,15,3,110099.18,25,23,2,101056.8,0.92,0.08
2023-11-06,Sunny,17,7,24,1,60,1,60,6933,6933,31,24,14,468996.64,151,98,53,287602.55,0.6490066225165563,0.3509933774834437
2023-11-07,Sunny,19,6,25,2,123,2,120,6966,6966,29,25,13,469533.95,154,90,64,262493.15,0.5844155844155844,0.4155844155844156
2023-11-08,Sunny,19,8,27,2,123,3,183,6974,6974,30,27,16,434623.02,147,115,32,336199.63,0.782312925170068,0.21768707482993196
2023-11-09,Sunny,16,8,24,1,60,3,184,6909,6909,31,24,14,496598.14,156,125,31,402483.78,0.8012820512820513,0.1987179487179487
2023-11-10,Sunny,17,9,26,0,0,3,181,6799,6799,32,26,17,594865.0700000001,175,110,65,371376.38,0.6285714285714286,0.37142857142857144
2023-11-11,Sunny,5,12,17,0,0,2,120,6761,6761,32,17,6,190344.54,60,38,22,117823.54000000001,0.6333333333333333,0.36666666666666664
2023-11-12,Sunny,1,11,12,1,60,0,0,6808,6808,32,12,2,83071.9,18,13,5,58032.520000000004,0.7222222222222222,0.2777777777777778
2023-11-13,Sunny,17,7,24,2,121,1,61,6808,6808,30,24,16,523870.85,164,121,43,383191.84,0.7378048780487805,0.2621951219512195
2023-11-14,Sunny,19,7,26,4,246,3,190,6922,6922,28,26,14,524875.74,173,132,41,398987.13,0.7630057803468208,0.23699421965317918
2023-11-15,Sunny,17,8,25,1,63,1,60,6885,6885,28,25,12,446669.62,141,100,41,312034.51,0.7092198581560284,0.2907801418439716
2023-11-16,Sunny,13,9,22,2,124,2,120,6900,6900,26,22,11,424465.51999999996,130,109,21,354613.54,0.8384615384615385,0.16153846153846155
2023-11-17,Sunny,14,11,25,1,60,2,123,6877,6877,27,25,13,393644.71,126,83,43,249408.94,0.6587301587301587,0.3412698412698413
2023-11-18,Sunny,5,12,17,1,60,0,0,6893,6893,26,17,6,205253.11,60,44,16,147832.0,0.7333333333333333,0.26666666666666666
2023-11-19,Sunny,1,9,10,2,120,0,0,6999,6999,25,10,2,69150.66,16,14,2,63447.9,0.875,0.125
2023-11-20,Sunny,18,8,26,2,131,3,185,7002,7002,25,26,16,508209.57,169,128,41,381294.25,0.757396449704142,0.24260355029585798
2023-11-21,Sunny,20,8,28,0,0,5,315,6860,6860,27,28,18,618325.41,198,142,56,444687.93,0.7171717171717171,0.2828282828282828
2023-11-22,Sunny,18,9,27,2,122,3,182,6861,6861,27,27,15,516416.42,168,121,47,365991.28,0.7202380952380952,0.27976190476190477
2023-11-23,Sunny,15,9,24,3,181,1,61,6934,6934,28,24,14,424852.43,144,108,36,314753.71,0.75,0.25
2023-11-24,Sunny,15,11,26,1,60,4,244,6880,6880,28,26,15,474802.79,145,114,31,387588.51,0.7862068965517242,0.21379310344827587
2023-11-25,Sunny,4,11,15,0,0,2,124,6841,6841,28,15,5,194029.77,53,39,14,146531.48,0.7358490566037735,0.2641509433962264
2023-11-26,Sunny,2,11,13,0,0,0,0,6812,6812,29,13,3,151777.48,40,29,11,113084.4,0.725,0.275
2023-11-27,Sunny,19,8,27,3,184,3,186,6860,6860,27,27,17,564470.31,175,136,39,444551.27,0.7771428571428571,0.22285714285714286
2023-11-28,Sunny,17,8,25,2,126,1,61,6877,6877,26,25,15,493460.77,152,109,43,350783.13,0.7171052631578947,0.28289473684210525
2023-11-29,Sunny,17,7,24,1,62,1,60,6826,6826,27,24,14,507437.39,161,113,48,358498.68,0.7018633540372671,0.2981366459627329
2023-11-30,Sunny,15,9,24,1,61,1,62,6789,6789,29,24,14,400190.16,125,98,27,311777.74,0.784,0.216
2023-12-01,Sunny,12,7,19,1,61,1,61,6767,6767,31,19,12,378034.1,120,83,37,262626.16,0.6916666666666667,0.30833333333333335
2023-12-02,Sunny,3,8,11,1,60,0,0,6821,6821,30,11,4,71511.35,18,6,12,21585.53,0.3333333333333333,0.6666666666666666
2023-12-03,Sunny,1,9,10,3,187,0,0,7001,7001,27,10,2,53959.05,12,7,5,38473.35,0.5833333333333334,0.4166666666666667
2023-12-04,Sunny,12,5,17,0,0,1,63,6932,6932,27,17,12,300361.61,99,69,30,211892.65,0.696969696969697,0.30303030303030304
2023-12-05,Sunny,12,6,18,1,62,2,120,6888,6888,27,18,11,404034.49,130,106,24,318216.16000000003,0.8153846153846154,0.18461538461538463
2023-12-06,Sunny,15,7,22,2,128,1,61,6905,6905,26,22,15,468813.24,147,111,36,350133.51,0.7551020408163265,0.24489795918367346
2023-12-07,Sunny,12,6,18,2,120,4,246,6926,6926,24,18,10,383729.70999999996,129,99,30,293188.1,0.7674418604651163,0.23255813953488372
2023-12-08,Sunny,11,8,19,0,0,1,61,6842,6842,25,19,10,331950.74,108,84,24,254882.78,0.7777777777777778,0.2222222222222222
2023-12-09,Sunny,4,8,12,0,0,2,121,6807,6807,25,12,5,143904.04,42,35,7,120588.64,0.8333333333333334,0.16666666666666666
2023-12-10,Sunny,1,9,10,0,0,0,0,6794,6794,25,10,2,63441.66,17,13,4,43245.66,0.7647058823529411,0.23529411764705882
2023-12-11,Sunny,12,5,17,0,0,1,61,6730,6730,29,17,10,275496.96,95,64,31,187902.48,0.6736842105263158,0.3263157894736842
2023-12-12,Sunny,13,6,19,0,0,0,0,6669,6669,31,19,11,365166.33999999997,113,61,52,196561.26,0.5398230088495575,0.46017699115044247
2023-12-13,Sunny,14,6,20,1,60,0,0,6636,6636,33,20,13,384580.97,123,93,30,289058.07,0.7560975609756098,0.24390243902439024
2023-12-14,Sunny,12,7,19,0,0,2,130,6534,6534,33,19,11,401662.7,138,102,36,292422.47000000003,0.7391304347826086,0.2608695652173913
2023-12-15,Sunny,12,6,18,0,0,0,0,6462,6462,35,18,12,355648.25,109,72,37,233892.14,0.6605504587155964,0.3394495412844037
2023-12-16,Sunny,3,9,12,1,60,0,0,6493,6493,35,12,4,136298.91999999998,44,29,15,90134.61,0.6590909090909091,0.3409090909090909
2023-12-17,Sunny,1,8,9,2,125,1,64,6600,6600,33,9,2,96520.7,25,18,7,70386.18,0.72,0.28
2023-12-18,Sunny,12,6,18,2,121,0,0,6632,6632,32,18,12,364517.48,124,89,35,258220.47,0.717741935483871,0.28225806451612906
2023-12-19,Sunny,12,6,18,1,62,1,60,6617,6617,32,18,11,339697.9,111,77,34,232293.0,0.6936936936936937,0.3063063063063063
2023-12-20,Sunny,11,6,17,1,60,3,180,6586,6586,31,17,9,413675.44999999995,130,91,39,282630.26,0.7,0.3
2023-12-21,Sunny,11,5,16,0,0,1,60,6519,6519,33,16,9,315813.91,99,67,32,223864.12,0.6767676767676768,0.32323232323232326
2023-12-22,Sunny,11,6,17,1,60,2,121,6523,6523,32,17,9,302484.16,94,56,38,186219.84,0.5957446808510638,0.40425531914893614
2023-12-23,Sunny,3,8,11,1,61,0,0,6570,6570,32,11,4,94290.25,25,14,11,56445.89,0.56,0.44
2023-12-24,Sunny,1,8,9,0,0,1,62,6554,6554,32,9,2,75330.8,19,16,3,64285.04,0.8421052631578947,0.15789473684210525
2023-12-25,Sunny,13,6,19,3,187,0,0,6640,6640,32,19,11,444424.16000000003,139,101,38,333789.68,0.7266187050359713,0.2733812949640288
2023-12-26,Sunny,12,5,17,4,240,0,0,6790,6790,31,17,12,405774.68,131,90,41,272798.42,0.6870229007633588,0.31297709923664124
2023-12-27,Sunny,13,5,18,0,0,0,0,6734,6734,33,18,12,276288.38,85,56,29,191160.25,0.6588235294117647,0.3411764705882353
2023-12-28,Sunny,11,6,17,2,123,2,123,6781,6781,32,17,12,331368.55,102,76,26,249525.7,0.7450980392156863,0.2549019607843137
2023-12-29,Sunny,10,6,16,1,61,1,60,6785,6785,31,16,10,307701.70999999996,92,57,35,194615.25,0.6195652173913043,0.3804347826086957
2023-12-30,Sunny,3,7,10,0,0,1,63,6756,6756,31,10,4,120985.06,39,29,10,86964.74,0.7435897435897436,0.2564102564102564
2023-12-31,Sunny,1,9,10,1,60,1,60,6807,6807,31,10,2,67910.66,16,9,7,42595.76,0.5625,0.4375
2024-01-01,Sunny,12,6,18,3,182,1,60,6915,6915,30,18,11,305828.37,105,74,31,213165.45,0.7047619047619048,0.29523809523809524
2024-01-02,Sunny,12,5,17,2,122,0,0,6930,6930,31,17,9,435576.89,133,107,26,349552.85,0.8045112781954887,0.19548872180451127
2024-01-03,Sunny,12,6,18,3,184,2,121,7042,7042,32,18,11,360309.63,121,72,49,217388.29,0.5950413223140496,0.4049586776859504
2024-01-04,Sunny,12,6,18,4,241,1,60,7204,7204,31,18,10,324461.87,113,79,34,225495.62,0.6991150442477876,0.3008849557522124
2024-01-05,Sunny,10,8,18,2,120,1,61,7254,7254,32,18,10,308596.74,101,70,31,211107.82,0.693069306930693,0.3069306930693069
2024-01-06,Sunny,3,8,11,0,0,0,0,7239,7239,32,11,4,107907.22,28,15,13,61822.8,0.5357142857142857,0.4642857142857143
2024-01-07,Sunny,1,7,8,1,61,0,0,7290,7290,32,8,2,74119.62,19,10,9,40806.94,0.5263157894736842,0.47368421052631576
2024-01-08,Sunny,10,5,15,3,190,1,60,7414,7414,29,15,10,284183.85,92,66,26,209948.65,0.717391304347826,0.2826086956521739
2024-01-09,Sunny,10,5,15,1,60,1,62,7419,7419,28,15,10,282520.06,88,55,33,178578.7,0.625,0.375
2024-01-10,Sunny,13,6,19,2,120,0,0,7447,7447,26,19,13,377149.46,124,92,32,278893.82,0.7419354838709677,0.25806451612903225
2024-01-11,Sunny,10,5,15,1,61,1,60,7437,7437,25,15,10,302134.98,91,71,20,239112.28,0.7802197802197802,0.21978021978021978
2024-01-12,Sunny,10,6,16,0,0,2,125,7365,7365,25,16,11,300642.41000000003,91,72,19,236006.65,0.7912087912087912,0.2087912087912088
2024-01-13,Sunny,3,8,11,0,0,0,0,7338,7338,26,11,4,106563.08,36,27,9,89078.38,0.75,0.25
2024-01-14,Sunny,1,7,8,2,125,1,60,7450,7450,24,8,2,48492.94,14,13,1,45825.520000000004,0.9285714285714286,0.07142857142857142
2024-01-15,Sunny,11,6,17,5,315,0,0,7694,7694,20,17,9,288932.35,99,71,28,209888.09,0.7171717171717171,0.2828282828282828
2024-01-16,Sunny,13,5,18,3,182,0,0,7802,7802,21,18,13,376831.7,117,74,43,241043.03,0.6324786324786325,0.36752136752136755
2024-01-17,Sunny,11,6,17,1,61,0,0,7788,7788,21,17,10,314078.8,99,75,24,235818.02000000002,0.7575757575757576,0.24242424242424243
2024-01-18,Sunny,11,6,17,5,307,0,0,8004,8004,19,17,11,388370.03,125,91,34,288488.02,0.728,0.272
2024-01-19,Sunny,10,6,16,2,124,1,60,8066,8066,18,16,10,260087.22,74,62,12,224712.75,0.8378378378378378,0.16216216216216217
2024-01-20,Sunny,3,7,10,0,0,0,0,8045,8045,18,10,4,109878.23999999999,34,21,13,70665.28,0.6176470588235294,0.38235294117647056
2024-01-21,Sunny,1,8,9,3,186,1,60,8214,8214,16,9,2,72161.32,22,17,5,57904.42,0.7727272727272727,0.22727272727272727
2024-01-22,Sunny,11,5,16,1,61,1,60,8193,8193,15,16,11,307474.15,97,82,15,266165.63,0.845360824742268,0.15463917525773196
2024-01-23,Sunny,14,5,19,1,60,2,124,8150,8150,16,19,13,437284.13,136,103,33,340682.7,0.7573529411764706,0.2426470588235294
2024-01-24,Sunny,13,5,18,1,62,1,60,8117,8117,15,18,12,313583.62,103,95,8,291584.69,0.9223300970873787,0.07766990291262135
2024-01-25,Sunny,12,6,18,1,61,1,60,8073,8073,16,18,10,397365.01,124,105,19,334499.96,0.8467741935483871,0.1532258064516129
2024-01-26,Sunny,10,7,17,0,0,0,0,7995,7995,16,17,10,292372.83,95,78,17,241563.48,0.8210526315789474,0.17894736842105263
2024-01-27,Sunny,3,8,11,0,0,0,0,7965,7965,16,11,4,155382.9,44,30,14,106218.05,0.6818181818181818,0.3181818181818182
2024-01-28,Sunny,1,8,9,0,0,0,0,7952,7952,16,9,2,74613.42,18,13,5,57492.9,0.7222222222222222,0.2777777777777778
2024-01-29,Sunny,12,5,17,2,120,2,122,7985,7985,16,17,11,267750.32,95,87,8,239584.04,0.9157894736842105,0.08421052631578947
2024-01-30,Sunny,13,5,18,1,61,1,60,7953,7953,17,18,13,344913.42,112,93,19,285975.74,0.8303571428571429,0.16964285714285715
2024-01-31,Sunny,12,5,17,4,246,2,126,8107,8107,14,17,9,323556.86,106,92,14,284525.37,0.8679245283018868,0.1320754716981132
2024-02-01,Sunny,13,7,20,1,61,0,0,8083,8083,16,20,11,402710.21,122,85,37,288932.97000000003,0.6967213114754098,0.30327868852459017
2024-02-02,Sunny,10,8,18,2,121,2,123,8127,8127,15,18,8,276639.17,88,77,11,238846.59,0.875,0.125
2024-02-03,Sunny,4,9,13,0,0,0,0,8080,8080,15,13,5,187263.96000000002,52,47,5,171023.06,0.9038461538461539,0.09615384615384616
2024-02-04,Sunny,1,8,9,1,61,0,0,8126,8126,14,9,2,77806.18,20,15,5,59454.04,0.75,0.25
2024-02-05,Sunny,14,6,20,0,0,1,60,8033,8033,16,20,13,407316.69,128,93,35,290059.26,0.7265625,0.2734375
2024-02-06,Sunny,14,6,20,0,0,1,60,7929,7929,16,20,12,399901.66,128,104,24,326122.55,0.8125,0.1875
2024-02-07,Sunny,12,6,18,2,130,3,182,7968,7968,16,18,10,378417.57,121,91,30,286980.07,0.7520661157024794,0.24793388429752067
2024-02-08,Sunny,12,7,19,0,0,2,122,7851,7851,17,19,10,445898.76,141,117,24,369415.97,0.8297872340425532,0.1702127659574468
2024-02-09,Sunny,12,8,20,0,0,1,60,7782,7782,17,20,11,321155.16,96,69,27,237623.56,0.71875,0.28125
2024-02-10,Sunny,4,8,12,1,64,0,0,7802,7802,17,12,5,144102.18,50,44,6,126166.08,0.88,0.12
2024-02-11,Sunny,1,8,9,0,0,0,0,7785,7785,17,9,2,65539.8,18,17,1,59340.8,0.9444444444444444,0.05555555555555555
2024-02-12,Sunny,14,6,20,1,60,1,61,7756,7756,18,20,14,374692.2,120,89,31,271040.06,0.7416666666666667,0.25833333333333336
2024-02-13,Sunny,16,6,22,3,180,4,250,7827,7827,17,22,13,426920.6,139,109,30,330869.57,0.7841726618705036,0.2158273381294964
2024-02-14,Sunny,15,7,22,1,60,2,121,7784,7784,17,22,11,409890.34,119,103,16,356526.63,0.865546218487395,0.13445378151260504
