forecast_month,product_id,model_name,category,lookback_months,forecast_qty,actual_qty,forecast_error,absolute_error,absolute_percentage_error,seasonality_adjustment
2024-09-01,1189,Sonoita,Gravel,3,2,3,1,1,0.3333333333333333,0.783
2024-10-01,1189,Sonoita,Gravel,3,2,3,1,1,0.3333333333333333,0.738
2024-11-01,1189,Sonoita,Gravel,3,2,9,7,7,0.7777777777777778,0.906
2024-12-01,1189,Sonoita,Gravel,3,4,1,-3,3,3.0,0.735
2025-01-01,1189,Sonoita,Gravel,3,3,1,-2,2,2.0,0.767
2025-02-01,1189,Sonoita,Gravel,3,4,4,0,0,0.0,1.0
2025-03-01,1189,Sonoita,Gravel,3,3,0,-3,3,,1.5
2025-04-01,1189,Sonoita,Gravel,3,3,3,0,0,0.0,1.714
2025-05-01,1189,Sonoita,Gravel,3,3,6,3,3,0.5,1.473
2025-06-01,1189,Sonoita,Gravel,3,3,7,4,4,0.5714285714285714,1.13
2025-07-01,1189,Sonoita,Gravel,3,5,1,-4,4,4.0,0.896
2025-08-01,1189,Sonoita,Gravel,3,4,5,1,1,0.2,0.789
2025-09-01,1189,Sonoita,Gravel,3,3,3,0,0,0.0,0.783
2025-10-01,1189,Sonoita,Gravel,3,2,1,-1,1,1.0,0.738
2025-11-01,1189,Sonoita,Gravel,3,3,7,4,4,0.5714285714285714,0.906
2025-12-01,1189,Sonoita,Gravel,3,3,0,-3,3,,0.735
2022-04-01,1190,Sonoita,Gravel,3,3,3,0,0,0.0,1.714
2022-05-01,1190,Sonoita,Gravel,3,3,4,1,1,0.25,1.473
2022-06-01,1190,Sonoita,Gravel,3,3,3,0,0,0.0,1.13
2022-07-01,1190,Sonoita,Gravel,3,3,0,-3,3,,0.896
2022-08-01,1190,Sonoita,Gravel,3,2,2,0,0,0.0,0.789
2022-09-01,1190,Sonoita,Gravel,3,1,10,9,9,0.9,0.783
2022-10-01,1190,Sonoita,Gravel,3,3,5,2,2,0.4,0.738
2022-11-01,1190,Sonoita,Gravel,3,5,8,3,3,0.375,0.906
2022-12-01,1190,Sonoita,Gravel,3,6,0,-6,6,,0.735
2023-01-01,1190,Sonoita,Gravel,3,3,3,0,0,0.0,0.767
2023-02-01,1190,Sonoita,Gravel,3,4,3,-1,1,0.3333333333333333,1.0
2023-03-01,1190,Sonoita,Gravel,3,3,8,5,5,0.625,1.5
2023-04-01,1190,Sonoita,Gravel,3,8,3,-5,5,1.6666666666666667,1.714
2023-05-01,1190,Sonoita,Gravel,3,7,3,-4,4,1.3333333333333333,1.473
2023-06-01,1190,Sonoita,Gravel,3,5,11,6,6,0.5454545454545454,1.13
2023-07-01,1190,Sonoita,Gravel,3,5,6,1,1,0.16666666666666666,0.896
2023-08-01,1190,Sonoita,Gravel,3,5,0,-5,5,,0.789
2023-09-01,1190,Sonoita,Gravel,3,4,10,6,6,0.6,0.783
2023-10-01,1190,Sonoita,Gravel,3,4,13,9,9,0.6923076923076923,0.738
2023-11-01,1190,Sonoita,Gravel,3,7,8,1,1,0.125,0.906
2023-12-01,1190,Sonoita,Gravel,3,8,0,-8,8,,0.735
2024-01-01,1190,Sonoita,Gravel,3,5,2,-3,3,1.5,0.767
2024-02-01,1190,Sonoita,Gravel,3,3,0,-3,3,,1.0
2024-03-01,1190,Sonoita,Gravel,3,1,7,6,6,0.8571428571428571,1.5
2024-04-01,1190,Sonoita,Gravel,3,5,3,-2,2,0.6666666666666666,1.714
2024-05-01,1190,Sonoita,Gravel,3,5,4,-1,1,0.25,1.473
2024-06-01,1190,Sonoita,Gravel,3,5,2,-3,3,1.5,1.13
2024-07-01,1190,Sonoita,Gravel,3,3,3,0,0,0.0,0.896
2024-08-01,1190,Sonoita,Gravel,3,2,5,3,3,0.6,0.789
2024-09-01,1190,Sonoita,Gravel,3,3,2,-1,1,0.5,0.783
2024-10-01,1190,Sonoita,Gravel,3,2,2,0,0,0.0,0.738
2024-11-01,1190,Sonoita,Gravel,3,3,3,0,0,0.0,0.906
2024-12-01,1190,Sonoita,Gravel,3,2,3,1,1,0.3333333333333333,0.735
2025-01-01,1190,Sonoita,Gravel,3,2,4,2,2,0.5,0.767
2025-02-01,1190,Sonoita,Gravel,3,3,0,-3,3,,1.0
2025-03-01,1190,Sonoita,Gravel,3,4,0,-4,4,,1.5
2025-04-01,1190,Sonoita,Gravel,3,2,1,-1,1,1.0,1.714
2025-05-01,1190,Sonoita,Gravel,3,0,5,5,5,1.0,1.473
2025-06-01,1190,Sonoita,Gravel,3,2,3,1,1,0.3333333333333333,1.13
2025-07-01,1190,Sonoita,Gravel,3,3,9,6,6,0.6666666666666666,0.896
2025-08-01,1190,Sonoita,Gravel,3,4,5,1,1,0.2,0.789
2025-09-01,1190,Sonoita,Gravel,3,4,5,1,1,0.2,0.783
2025-10-01,1190,Sonoita,Gravel,3,5,2,-3,3,1.5,0.738
2025-11-01,1190,Sonoita,Gravel,3,4,9,5,5,0.5555555555555556,0.906
2025-12-01,1190,Sonoita,Gravel,3,4,7,3,3,0.42857142857142855,0.735
2022-04-01,1191,Sonoita,Gravel,3,4,6,2,2,0.3333333333333333,1.714
2022-05-01,1191,Sonoita,Gravel,3,6,7,1,1,0.14285714285714285,1.473
2022-06-01,1191,Sonoita,Gravel,3,5,10,5,5,0.5,1.13
2022-07-01,1191,Sonoita,Gravel,3,7,3,-4,4,1.3333333333333333,0.896
2022-08-01,1191,Sonoita,Gravel,3,5,5,0,0,0.0,0.789
2022-09-01,1191,Sonoita,Gravel,3,5,0,-5,5,,0.783
2022-10-01,1191,Sonoita,Gravel,3,2,13,11,11,0.8461538461538461,0.738
2022-11-01,1191,Sonoita,Gravel,3,5,6,1,1,0.16666666666666666,0.906
2022-12-01,1191,Sonoita,Gravel,3,5,5,0,0,0.0,0.735
2023-01-01,1191,Sonoita,Gravel,3,6,0,-6,6,,0.767
2023-02-01,1191,Sonoita,Gravel,3,4,3,-1,1,0.3333333333333333,1.0
2023-03-01,1191,Sonoita,Gravel,3,4,2,-2,2,1.0,1.5
2023-04-01,1191,Sonoita,Gravel,3,3,2,-1,1,0.5,1.714
2023-05-01,1191,Sonoita,Gravel,3,3,3,0,0,0.0,1.473
2023-06-01,1191,Sonoita,Gravel,3,3,6,3,3,0.5,1.13
2023-07-01,1191,Sonoita,Gravel,3,3,5,2,2,0.4,0.896
2023-08-01,1191,Sonoita,Gravel,3,4,2,-2,2,1.0,0.789
2023-09-01,1191,Sonoita,Gravel,3,3,0,-3,3,,0.783
2023-10-01,1191,Sonoita,Gravel,3,2,2,0,0,0.0,0.738
2023-11-01,1191,Sonoita,Gravel,3,1,1,0,0,0.0,0.906
2023-12-01,1191,Sonoita,Gravel,3,1,1,0,0,0.0,0.735
2024-01-01,1191,Sonoita,Gravel,3,1,1,0,0,0.0,0.767
2024-02-01,1191,Sonoita,Gravel,3,1,3,2,2,0.6666666666666666,1.0
2024-03-01,1191,Sonoita,Gravel,3,2,3,1,1,0.3333333333333333,1.5
2024-04-01,1191,Sonoita,Gravel,3,4,3,-1,1,0.3333333333333333,1.714
2024-05-01,1191,Sonoita,Gravel,3,4,15,11,11,0.7333333333333333,1.473
2024-06-01,1191,Sonoita,Gravel,3,8,9,1,1,0.1111111111111111,1.13
2024-07-01,1191,Sonoita,Gravel,3,8,6,-2,2,0.3333333333333333,0.896
2024-08-01,1191,Sonoita,Gravel,3,8,8,0,0,0.0,0.789
2024-09-01,1191,Sonoita,Gravel,3,6,0,-6,6,,0.783
2024-10-01,1191,Sonoita,Gravel,3,3,3,0,0,0.0,0.738
2024-11-01,1191,Sonoita,Gravel,3,3,11,8,8,0.7272727272727273,0.906
2024-12-01,1191,Sonoita,Gravel,3,3,0,-3,3,,0.735
2025-01-01,1191,Sonoita,Gravel,3,4,3,-1,1,0.3333333333333333,0.767
2025-02-01,1191,Sonoita,Gravel,3,5,0,-5,5,,1.0
2025-03-01,1191,Sonoita,Gravel,3,2,2,0,0,0.0,1.5
2025-04-01,1191,Sonoita,Gravel,3,3,2,-1,1,0.5,1.714
2025-05-01,1191,Sonoita,Gravel,3,2,8,6,6,0.75,1.473
2025-06-01,1191,Sonoita,Gravel,3,5,0,-5,5,,1.13
2025-07-01,1191,Sonoita,Gravel,3,3,9,6,6,0.6666666666666666,0.896
2025-08-01,1191,Sonoita,Gravel,3,4,6,2,2,0.3333333333333333,0.789
2025-09-01,1191,Sonoita,Gravel,3,4,4,0,0,0.0,0.783
2025-10-01,1191,Sonoita,Gravel,3,5,0,-5,5,,0.738
2025-11-01,1191,Sonoita,Gravel,3,3,1,-2,2,2.0,0.906
2025-12-01,1191,Sonoita,Gravel,3,1,3,2,2,0.6666666666666666,0.735
2022-04-01,1192,Sonoita,Gravel,3,6,0,-6,6,,1.714
2022-05-01,1192,Sonoita,Gravel,3,2,18,16,16,0.8888888888888888,1.473
2022-06-01,1192,Sonoita,Gravel,3,8,6,-2,2,0.3333333333333333,1.13
2022-07-01,1192,Sonoita,Gravel,3,7,6,-1,1,0.16666666666666666,0.896
2022-08-01,1192,Sonoita,Gravel,3,8,7,-1,1,0.14285714285714285,0.789
2022-09-01,1192,Sonoita,Gravel,3,5,1,-4,4,4.0,0.783
2022-10-01,1192,Sonoita,Gravel,3,3,5,2,2,0.4,0.738
2022-11-01,1192,Sonoita,Gravel,3,4,0,-4,4,,0.906
2022-12-01,1192,Sonoita,Gravel,3,1,6,5,5,0.8333333333333334,0.735
2023-01-01,1192,Sonoita,Gravel,3,3,0,-3,3,,0.767
2023-02-01,1192,Sonoita,Gravel,3,2,4,2,2,0.5,1.0
2023-03-01,1192,Sonoita,Gravel,3,5,7,2,2,0.2857142857142857,1.5
2023-04-01,1192,Sonoita,Gravel,3,6,1,-5,5,5.0,1.714
2023-05-01,1192,Sonoita,Gravel,3,6,7,1,1,0.14285714285714285,1.473
2023-06-01,1192,Sonoita,Gravel,3,6,9,3,3,0.3333333333333333,1.13
2023-07-01,1192,Sonoita,Gravel,3,5,4,-1,1,0.25,0.896
2023-08-01,1192,Sonoita,Gravel,3,5,6,1,1,0.16666666666666666,0.789
2023-09-01,1192,Sonoita,Gravel,3,5,12,7,7,0.5833333333333334,0.783
2023-10-01,1192,Sonoita,Gravel,3,5,6,1,1,0.16666666666666666,0.738
2023-11-01,1192,Sonoita,Gravel,3,7,4,-3,3,0.75,0.906
2023-12-01,1192,Sonoita,Gravel,3,5,3,-2,2,0.6666666666666666,0.735
2024-01-01,1192,Sonoita,Gravel,3,3,5,2,2,0.4,0.767
2024-02-01,1192,Sonoita,Gravel,3,4,7,3,3,0.42857142857142855,1.0
2024-03-01,1192,Sonoita,Gravel,3,8,2,-6,6,3.0,1.5
2024-04-01,1192,Sonoita,Gravel,3,8,1,-7,7,7.0,1.714
2024-05-01,1192,Sonoita,Gravel,3,5,10,5,5,0.5,1.473
2024-06-01,1192,Sonoita,Gravel,3,5,2,-3,3,1.5,1.13
2024-07-01,1192,Sonoita,Gravel,3,4,1,-3,3,3.0,0.896
2024-08-01,1192,Sonoita,Gravel,3,3,4,1,1,0.25,0.789
2024-09-01,1192,Sonoita,Gravel,3,2,6,4,4,0.6666666666666666,0.783
2024-10-01,1192,Sonoita,Gravel,3,3,3,0,0,0.0,0.738
2024-11-01,1192,Sonoita,Gravel,3,4,3,-1,1,0.3333333333333333,0.906
2024-12-01,1192,Sonoita,Gravel,3,3,0,-3,3,,0.735
2025-01-01,1192,Sonoita,Gravel,3,2,2,0,0,0.0,0.767
2025-02-01,1192,Sonoita,Gravel,3,2,0,-2,2,,1.0
2025-03-01,1192,Sonoita,Gravel,3,1,1,0,0,0.0,1.5
2025-04-01,1192,Sonoita,Gravel,3,2,7,5,5,0.7142857142857143,1.714
2025-05-01,1192,Sonoita,Gravel,3,4,5,1,1,0.2,1.473
2025-06-01,1192,Sonoita,Gravel,3,5,13,8,8,0.6153846153846154,1.13
2025-07-01,1192,Sonoita,Gravel,3,7,3,-4,4,1.3333333333333333,0.896
2025-08-01,1192,Sonoita,Gravel,3,6,1,-5,5,5.0,0.789
2025-09-01,1192,Sonoita,Gravel,3,4,1,-3,3,3.0,0.783
2025-10-01,1192,Sonoita,Gravel,3,1,0,-1,1,,0.738
2025-11-01,1192,Sonoita,Gravel,3,1,7,6,6,0.8571428571428571,0.906
2025-12-01,1192,Sonoita,Gravel,3,2,1,-1,1,1.0,0.735
2022-04-01,1193,Sonoita,Gravel,3,17,13,-4,4,0.3076923076923077,1.714
2022-05-01,1193,Sonoita,Gravel,3,18,13,-5,5,0.38461538461538464,1.473
2022-06-01,1193,Sonoita,Gravel,3,16,20,4,4,0.2,1.13
2022-07-01,1193,Sonoita,Gravel,3,14,5,-9,9,1.8,0.896
2022-08-01,1193,Sonoita,Gravel,3,10,1,-9,9,9.0,0.789
2022-09-01,1193,Sonoita,Gravel,3,7,16,9,9,0.5625,0.783
2022-10-01,1193,Sonoita,Gravel,3,5,5,0,0,0.0,0.738
2022-11-01,1193,Sonoita,Gravel,3,7,10,3,3,0.3,0.906
2022-12-01,1193,Sonoita,Gravel,3,8,3,-5,5,1.6666666666666667,0.735
2023-01-01,1193,Sonoita,Gravel,3,5,2,-3,3,1.5,0.767
2023-02-01,1193,Sonoita,Gravel,3,5,5,0,0,0.0,1.0
2023-03-01,1193,Sonoita,Gravel,3,5,5,0,0,0.0,1.5
2023-04-01,1193,Sonoita,Gravel,3,7,13,6,6,0.46153846153846156,1.714
2023-05-01,1193,Sonoita,Gravel,3,11,24,13,13,0.5416666666666666,1.473
2023-06-01,1193,Sonoita,Gravel,3,16,17,1,1,0.058823529411764705,1.13
2023-07-01,1193,Sonoita,Gravel,3,16,11,-5,5,0.45454545454545453,0.896
2023-08-01,1193,Sonoita,Gravel,3,14,2,-12,12,6.0,0.789
2023-09-01,1193,Sonoita,Gravel,3,8,10,2,2,0.2,0.783
2023-10-01,1193,Sonoita,Gravel,3,6,6,0,0,0.0,0.738
2023-11-01,1193,Sonoita,Gravel,3,5,10,5,5,0.5,0.906
2023-12-01,1193,Sonoita,Gravel,3,6,10,4,4,0.4,0.735
2024-01-01,1193,Sonoita,Gravel,3,7,6,-1,1,0.16666666666666666,0.767
2024-02-01,1193,Sonoita,Gravel,3,9,5,-4,4,0.8,1.0
2024-03-01,1193,Sonoita,Gravel,3,10,11,1,1,0.09090909090909091,1.5
2024-04-01,1193,Sonoita,Gravel,3,13,6,-7,7,1.1666666666666667,1.714
2024-05-01,1193,Sonoita,Gravel,3,11,15,4,4,0.26666666666666666,1.473
2024-06-01,1193,Sonoita,Gravel,3,12,11,-1,1,0.09090909090909091,1.13
2024-07-01,1193,Sonoita,Gravel,3,10,9,-1,1,0.1111111111111111,0.896
2024-08-01,1193,Sonoita,Gravel,3,9,15,6,6,0.4,0.789
2024-09-01,1193,Sonoita,Gravel,3,9,7,-2,2,0.2857142857142857,0.783
2024-10-01,1193,Sonoita,Gravel,3,8,4,-4,4,1.0,0.738
2024-11-01,1193,Sonoita,Gravel,3,8,11,3,3,0.2727272727272727,0.906
2024-12-01,1193,Sonoita,Gravel,3,5,7,2,2,0.2857142857142857,0.735
2025-01-01,1193,Sonoita,Gravel,3,6,4,-2,2,0.5,0.767
2025-02-01,1193,Sonoita,Gravel,3,7,2,-5,5,2.5,1.0
2025-03-01,1193,Sonoita,Gravel,3,6,6,0,0,0.0,1.5
2025-04-01,1193,Sonoita,Gravel,3,7,3,-4,4,1.3333333333333333,1.714
2025-05-01,1193,Sonoita,Gravel,3,5,28,23,23,0.8214285714285714,1.473
2025-06-01,1193,Sonoita,Gravel,3,14,11,-3,3,0.2727272727272727,1.13
2025-07-01,1193,Sonoita,Gravel,3,13,18,5,5,0.2777777777777778,0.896
2025-08-01,1193,Sonoita,Gravel,3,15,11,-4,4,0.36363636363636365,0.789
2025-09-01,1193,Sonoita,Gravel,3,10,14,4,4,0.2857142857142857,0.783
2025-10-01,1193,Sonoita,Gravel,3,11,9,-2,2,0.2222222222222222,0.738
2025-11-01,1193,Sonoita,Gravel,3,10,3,-7,7,2.3333333333333335,0.906
2025-12-01,1193,Sonoita,Gravel,3,6,8,2,2,0.25,0.735
2022-04-01,1194,Sonoita,Gravel,3,22,22,0,0,0.0,1.714
2022-05-01,1194,Sonoita,Gravel,3,27,22,-5,5,0.22727272727272727,1.473
2022-06-01,1194,Sonoita,Gravel,3,26,24,-2,2,0.08333333333333333,1.13
2022-07-01,1194,Sonoita,Gravel,3,20,7,-13,13,1.8571428571428572,0.896
2022-08-01,1194,Sonoita,Gravel,3,14,10,-4,4,0.4,0.789
2022-09-01,1194,Sonoita,Gravel,3,11,5,-6,6,1.2,0.783
2022-10-01,1194,Sonoita,Gravel,3,5,3,-2,2,0.6666666666666666,0.738
2022-11-01,1194,Sonoita,Gravel,3,5,3,-2,2,0.6666666666666666,0.906
2022-12-01,1194,Sonoita,Gravel,3,3,0,-3,3,,0.735
2023-01-01,1194,Sonoita,Gravel,3,2,2,0,0,0.0,0.767
2023-02-01,1194,Sonoita,Gravel,3,2,8,6,6,0.75,1.0
2023-03-01,1194,Sonoita,Gravel,3,5,9,4,4,0.4444444444444444,1.5
2023-04-01,1194,Sonoita,Gravel,3,11,8,-3,3,0.375,1.714
2023-05-01,1194,Sonoita,Gravel,3,12,27,15,15,0.5555555555555556,1.473
2023-06-01,1194,Sonoita,Gravel,3,17,20,3,3,0.15,1.13
2023-07-01,1194,Sonoita,Gravel,3,16,17,1,1,0.058823529411764705,0.896
2023-08-01,1194,Sonoita,Gravel,3,17,14,-3,3,0.21428571428571427,0.789
2023-09-01,1194,Sonoita,Gravel,3,13,1,-12,12,12.0,0.783
2023-10-01,1194,Sonoita,Gravel,3,8,8,0,0,0.0,0.738
2023-11-01,1194,Sonoita,Gravel,3,7,3,-4,4,1.3333333333333333,0.906
2023-12-01,1194,Sonoita,Gravel,3,3,2,-1,1,0.5,0.735
2024-01-01,1194,Sonoita,Gravel,3,3,12,9,9,0.75,0.767
2024-02-01,1194,Sonoita,Gravel,3,6,0,-6,6,,1.0
2024-03-01,1194,Sonoita,Gravel,3,7,7,0,0,0.0,1.5
2024-04-01,1194,Sonoita,Gravel,3,11,10,-1,1,0.1,1.714
2024-05-01,1194,Sonoita,Gravel,3,8,10,2,2,0.2,1.473
2024-06-01,1194,Sonoita,Gravel,3,10,17,7,7,0.4117647058823529,1.13
2024-07-01,1194,Sonoita,Gravel,3,11,10,-1,1,0.1,0.896
2024-08-01,1194,Sonoita,Gravel,3,10,12,2,2,0.16666666666666666,0.789
2024-09-01,1194,Sonoita,Gravel,3,10,10,0,0,0.0,0.783
2024-10-01,1194,Sonoita,Gravel,3,8,10,2,2,0.2,0.738
2024-11-01,1194,Sonoita,Gravel,3,10,7,-3,3,0.42857142857142855,0.906
2024-12-01,1194,Sonoita,Gravel,3,7,5,-2,2,0.4,0.735
2025-01-01,1194,Sonoita,Gravel,3,6,7,1,1,0.14285714285714285,0.767
2025-02-01,1194,Sonoita,Gravel,3,6,8,2,2,0.25,1.0
2025-03-01,1194,Sonoita,Gravel,3,10,9,-1,1,0.1111111111111111,1.5
2025-04-01,1194,Sonoita,Gravel,3,14,19,5,5,0.2631578947368421,1.714
2025-05-01,1194,Sonoita,Gravel,3,18,15,-3,3,0.2,1.473
2025-06-01,1194,Sonoita,Gravel,3,16,11,-5,5,0.45454545454545453,1.13
2025-07-01,1194,Sonoita,Gravel,3,13,12,-1,1,0.08333333333333333,0.896
2025-08-01,1194,Sonoita,Gravel,3,10,16,6,6,0.375,0.789
2025-09-01,1194,Sonoita,Gravel,3,10,8,-2,2,0.25,0.783
2025-10-01,1194,Sonoita,Gravel,3,9,0,-9,9,,0.738
2025-11-01,1194,Sonoita,Gravel,3,7,4,-3,3,0.75,0.906
2025-12-01,1194,Sonoita,Gravel,3,3,8,5,5,0.625,0.735
2022-04-01,1195,Sonoita,Gravel,3,14,10,-4,4,0.4,1.714
2022-05-01,1195,Sonoita,Gravel,3,15,26,11,11,0.4230769230769231,1.473
2022-06-01,1195,Sonoita,Gravel,3,17,7,-10,10,1.4285714285714286,1.13
2022-07-01,1195,Sonoita,Gravel,3,13,18,5,5,0.2777777777777778,0.896
2022-08-01,1195,Sonoita,Gravel,3,13,1,-12,12,12.0,0.789
2022-09-01,1195,Sonoita,Gravel,3,7,6,-1,1,0.16666666666666666,0.783
2022-10-01,1195,Sonoita,Gravel,3,6,6,0,0,0.0,0.738
2022-11-01,1195,Sonoita,Gravel,3,4,11,7,7,0.6363636363636364,0.906
2022-12-01,1195,Sonoita,Gravel,3,6,1,-5,5,5.0,0.735
2023-01-01,1195,Sonoita,Gravel,3,5,7,2,2,0.2857142857142857,0.767
2023-02-01,1195,Sonoita,Gravel,3,6,6,0,0,0.0,1.0
2023-03-01,1195,Sonoita,Gravel,3,7,6,-1,1,0.16666666666666666,1.5
2023-04-01,1195,Sonoita,Gravel,3,11,26,15,15,0.5769230769230769,1.714
2023-05-01,1195,Sonoita,Gravel,3,19,10,-9,9,0.9,1.473
2023-06-01,1195,Sonoita,Gravel,3,16,7,-9,9,1.2857142857142858,1.13
2023-07-01,1195,Sonoita,Gravel,3,13,10,-3,3,0.3,0.896
2023-08-01,1195,Sonoita,Gravel,3,7,15,8,8,0.5333333333333333,0.789
2023-09-01,1195,Sonoita,Gravel,3,8,0,-8,8,,0.783
2023-10-01,1195,Sonoita,Gravel,3,6,7,1,1,0.14285714285714285,0.738
2023-11-01,1195,Sonoita,Gravel,3,7,11,4,4,0.36363636363636365,0.906
2023-12-01,1195,Sonoita,Gravel,3,4,3,-1,1,0.3333333333333333,0.735
2024-01-01,1195,Sonoita,Gravel,3,5,14,9,9,0.6428571428571429,0.767
2024-02-01,1195,Sonoita,Gravel,3,9,8,-1,1,0.125,1.0
2024-03-01,1195,Sonoita,Gravel,3,12,4,-8,8,2.0,1.5
2024-04-01,1195,Sonoita,Gravel,3,15,30,15,15,0.5,1.714
2024-05-01,1195,Sonoita,Gravel,3,21,19,-2,2,0.10526315789473684,1.473
2024-06-01,1195,Sonoita,Gravel,3,20,22,2,2,0.09090909090909091,1.13
2024-07-01,1195,Sonoita,Gravel,3,21,8,-13,13,1.625,0.896
2024-08-01,1195,Sonoita,Gravel,3,13,16,3,3,0.1875,0.789
2024-09-01,1195,Sonoita,Gravel,3,12,5,-7,7,1.4,0.783
2024-10-01,1195,Sonoita,Gravel,3,7,9,2,2,0.2222222222222222,0.738
2024-11-01,1195,Sonoita,Gravel,3,9,15,6,6,0.4,0.906
2024-12-01,1195,Sonoita,Gravel,3,7,5,-2,2,0.4,0.735
2025-01-01,1195,Sonoita,Gravel,3,7,2,-5,5,2.5,0.767
2025-02-01,1195,Sonoita,Gravel,3,7,5,-2,2,0.4,1.0
2025-03-01,1195,Sonoita,Gravel,3,6,10,4,4,0.4,1.5
2025-04-01,1195,Sonoita,Gravel,3,10,18,8,8,0.4444444444444444,1.714
2025-05-01,1195,Sonoita,Gravel,3,16,12,-4,4,0.3333333333333333,1.473
2025-06-01,1195,Sonoita,Gravel,3,15,11,-4,4,0.36363636363636365,1.13
2025-07-01,1195,Sonoita,Gravel,3,12,10,-2,2,0.2,0.896
2025-08-01,1195,Sonoita,Gravel,3,9,7,-2,2,0.2857142857142857,0.789
2025-09-01,1195,Sonoita,Gravel,3,7,5,-2,2,0.4,0.783
2025-10-01,1195,Sonoita,Gravel,3,5,8,3,3,0.375,0.738
2025-11-01,1195,Sonoita,Gravel,3,6,2,-4,4,2.0,0.906
2025-12-01,1195,Sonoita,Gravel,3,4,7,3,3,0.42857142857142855,0.735
2022-04-01,1196,Sonoita,Gravel,3,10,6,-4,4,0.6666666666666666,1.714
2022-05-01,1196,Sonoita,Gravel,3,8,10,2,2,0.2,1.473
2022-06-01,1196,Sonoita,Gravel,3,9,8,-1,1,0.125,1.13
2022-07-01,1196,Sonoita,Gravel,3,7,19,12,12,0.631578947368421,0.896
2022-08-01,1196,Sonoita,Gravel,3,10,11,1,1,0.09090909090909091,0.789
2022-09-01,1196,Sonoita,Gravel,3,10,12,2,2,0.16666666666666666,0.783
2022-10-01,1196,Sonoita,Gravel,3,10,7,-3,3,0.42857142857142855,0.738
2022-11-01,1196,Sonoita,Gravel,3,9,7,-2,2,0.2857142857142857,0.906
2022-12-01,1196,Sonoita,Gravel,3,6,13,7,7,0.5384615384615384,0.735
2023-01-01,1196,Sonoita,Gravel,3,7,1,-6,6,6.0,0.767
2023-02-01,1196,Sonoita,Gravel,3,7,4,-3,3,0.75,1.0
2023-03-01,1196,Sonoita,Gravel,3,9,6,-3,3,0.5,1.5
2023-04-01,1196,Sonoita,Gravel,3,6,20,14,14,0.7,1.714
2023-05-01,1196,Sonoita,Gravel,3,15,10,-5,5,0.5,1.473
2023-06-01,1196,Sonoita,Gravel,3,14,9,-5,5,0.5555555555555556,1.13
2023-07-01,1196,Sonoita,Gravel,3,12,19,7,7,0.3684210526315789,0.896
2023-08-01,1196,Sonoita,Gravel,3,10,19,9,9,0.47368421052631576,0.789
2023-09-01,1196,Sonoita,Gravel,3,12,8,-4,4,0.5,0.783
2023-10-01,1196,Sonoita,Gravel,3,11,8,-3,3,0.375,0.738
2023-11-01,1196,Sonoita,Gravel,3,11,3,-8,8,2.6666666666666665,0.906
2023-12-01,1196,Sonoita,Gravel,3,5,3,-2,2,0.6666666666666666,0.735
2024-01-01,1196,Sonoita,Gravel,3,4,10,6,6,0.6,0.767
2024-02-01,1196,Sonoita,Gravel,3,5,8,3,3,0.375,1.0
2024-03-01,1196,Sonoita,Gravel,3,10,9,-1,1,0.1111111111111111,1.5
2024-04-01,1196,Sonoita,Gravel,3,15,11,-4,4,0.36363636363636365,1.714
2024-05-01,1196,Sonoita,Gravel,3,14,4,-10,10,2.5,1.473
2024-06-01,1196,Sonoita,Gravel,3,9,23,14,14,0.6086956521739131,1.13
2024-07-01,1196,Sonoita,Gravel,3,11,16,5,5,0.3125,0.896
2024-08-01,1196,Sonoita,Gravel,3,11,9,-2,2,0.2222222222222222,0.789
2024-09-01,1196,Sonoita,Gravel,3,13,9,-4,4,0.4444444444444444,0.783
2024-10-01,1196,Sonoita,Gravel,3,8,6,-2,2,0.3333333333333333,0.738
2024-11-01,1196,Sonoita,Gravel,3,7,5,-2,2,0.4,0.906
2024-12-01,1196,Sonoita,Gravel,3,5,2,-3,3,1.5,0.735
2025-01-01,1196,Sonoita,Gravel,3,3,3,0,0,0.0,0.767
2025-02-01,1196,Sonoita,Gravel,3,3,9,6,6,0.6666666666666666,1.0
2025-03-01,1196,Sonoita,Gravel,3,7,8,1,1,0.125,1.5
2025-04-01,1196,Sonoita,Gravel,3,11,9,-2,2,0.2222222222222222,1.714
2025-05-01,1196,Sonoita,Gravel,3,13,10,-3,3,0.3,1.473
2025-06-01,1196,Sonoita,Gravel,3,10,9,-1,1,0.1111111111111111,1.13
2025-07-01,1196,Sonoita,Gravel,3,8,8,0,0,0.0,0.896
2025-08-01,1196,Sonoita,Gravel,3,7,24,17,17,0.7083333333333334,0.789
2025-09-01,1196,Sonoita,Gravel,3,11,8,-3,3,0.375,0.783
2025-10-01,1196,Sonoita,Gravel,3,10,4,-6,6,1.5,0.738
2025-11-01,1196,Sonoita,Gravel,3,11,16,5,5,0.3125,0.906
2025-12-01,1196,Sonoita,Gravel,3,7,14,7,7,0.5,0.735
2022-04-01,1197,Sonoita,Gravel,3,7,16,9,9,0.5625,1.714
2022-05-01,1197,Sonoita,Gravel,3,11,13,2,2,0.15384615384615385,1.473
2022-06-01,1197,Sonoita,Gravel,3,12,22,10,10,0.45454545454545453,1.13
2022-07-01,1197,Sonoita,Gravel,3,15,11,-4,4,0.36363636363636365,0.896
2022-08-01,1197,Sonoita,Gravel,3,12,9,-3,3,0.3333333333333333,0.789
