sales_order_id,order_date,customer_id,customer_name,sales_channel,order_status,payment_terms,warehouse,order_total
SO125670,2024-09-19,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,12061.68
SO125671,2024-09-19,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,9973.1
SO125672,2024-09-19,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,26280.56
SO125673,2024-09-19,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,12347.4
SO125674,2024-09-19,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,10785.1
SO125675,2024-09-19,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,22324.2
SO125676,2024-09-19,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,22034.2
SO125677,2024-09-19,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,15889.68
SO125678,2024-09-19,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,14753.52
SO125679,2024-09-19,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,30561.04
SO125680,2024-09-19,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,27023.36
SO125681,2024-09-19,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,19832.52
SO125682,2024-09-19,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,20339.8
SO125683,2024-09-19,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,31923.18
SO125684,2024-09-19,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,36943.94
SO125685,2024-09-19,C0004,Sonoran Bike Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,12893.52
SO125686,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125687,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125688,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO125689,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125690,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO125691,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,11398.0
SO125692,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125693,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125694,2024-09-19,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO125695,2024-09-20,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,21747.1
SO125696,2024-09-20,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,17860.52
SO125697,2024-09-20,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,39921.8
SO125698,2024-09-20,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,10788.05
SO125699,2024-09-20,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,9553.05
SO125700,2024-09-20,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,6694.76
SO125701,2024-09-20,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,34561.04
SO125702,2024-09-20,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,6074.76
SO125703,2024-09-20,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,23307.66
SO125704,2024-09-20,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,20331.66
SO125705,2024-09-20,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,24918.42
SO125706,2024-09-20,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,45175.62
SO125707,2024-09-20,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,50458.08
SO125708,2024-09-20,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,38864.7
SO125709,2024-09-20,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,30850.78
SO125710,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125711,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125712,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO125713,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125714,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125715,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125716,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125717,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125718,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125719,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125720,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125721,2024-09-20,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125722,2024-09-21,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,34217.18
SO125723,2024-09-21,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,25051.36
SO125724,2024-09-21,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,45995.94
SO125725,2024-09-21,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,32977.8
SO125726,2024-09-21,C0025,Lakeshore Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,42770.08
SO125727,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO125728,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO125729,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125730,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,10398.0
SO125731,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO125732,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125733,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125734,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125735,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125736,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125737,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125738,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125739,2024-09-21,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125740,2024-09-22,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,39673.8
SO125741,2024-09-22,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,26384.8
SO125742,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO125743,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125744,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125745,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125746,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO125747,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125748,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125749,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125750,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125751,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125752,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125753,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125754,2024-09-22,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125755,2024-09-23,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,18967.04
SO125756,2024-09-23,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,29458.78
SO125757,2024-09-23,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,12234.52
SO125758,2024-09-23,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,50580.84
SO125759,2024-09-23,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,40663.32
SO125760,2024-09-23,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,14381.52
SO125761,2024-09-23,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,18556.52
SO125762,2024-09-23,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,15373.52
SO125763,2024-09-23,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,23803.04
SO125764,2024-09-23,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,24065.36
SO125765,2024-09-23,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,21744.78
SO125766,2024-09-23,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,28019.04
SO125767,2024-09-23,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,45251.32
SO125768,2024-09-23,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,25044.28
SO125769,2024-09-23,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,37461.62
SO125770,2024-09-23,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,24547.04
SO125771,2024-09-23,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32358.42
SO125772,2024-09-23,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,45994.08
SO125773,2024-09-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO125774,2024-09-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125775,2024-09-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125776,2024-09-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125777,2024-09-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125778,2024-09-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125779,2024-09-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO125780,2024-09-23,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125781,2024-09-24,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,27585.04
SO125782,2024-09-24,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,46790.9
SO125783,2024-09-24,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,53558.7
SO125784,2024-09-24,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,41136.55
SO125785,2024-09-24,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,19092.28
SO125786,2024-09-24,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,35256.46
SO125787,2024-09-24,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,27150.42
SO125788,2024-09-24,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,77240.84
SO125789,2024-09-24,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,11597.1
SO125790,2024-09-24,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,10008.05
SO125791,2024-09-24,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,17416.75
SO125792,2024-09-24,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,8837.4
SO125793,2024-09-24,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,24435.45
SO125794,2024-09-24,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,13192.4
SO125795,2024-09-24,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,27584.42
SO125796,2024-09-24,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,35489.62
SO125797,2024-09-24,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,45424.6
SO125798,2024-09-24,C0017,Bay Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,10538.14
SO125799,2024-09-24,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,29753.8
SO125800,2024-09-24,C0007,Red Rock Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,13777.4
SO125801,2024-09-24,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,30850.2
SO125802,2024-09-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125803,2024-09-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125804,2024-09-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9798.0
SO125805,2024-09-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125806,2024-09-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8698.0
SO125807,2024-09-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125808,2024-09-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125809,2024-09-24,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12497.0
SO125810,2024-09-25,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,54797.46
SO125811,2024-09-25,C0002,Desert Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,10206.26
SO125812,2024-09-25,C0029,River Bend Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,14167.4
SO125813,2024-09-25,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,31778.78
SO125814,2024-09-25,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,20470.52
SO125815,2024-09-25,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,38157.04
SO125816,2024-09-25,C0009,Las Cruces Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,18780.45
SO125817,2024-09-25,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,17397.1
SO125818,2024-09-25,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,44073.32
SO125819,2024-09-25,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,40766.46
SO125820,2024-09-25,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,24173.18
SO125821,2024-09-25,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,39836.55
SO125822,2024-09-25,C0034,Green Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,32293.94
SO125823,2024-09-25,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,40682.2
SO125824,2024-09-25,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,13386.1
SO125825,2024-09-25,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,36302.2
SO125826,2024-09-25,C0023,Bozeman Bike Works,Dealer,Booked,Net 30,Phoenix Distribution Center,41072.2
SO125827,2024-09-25,C0031,Pisgah Bike Co.,Dealer,Booked,Net 45,Phoenix Distribution Center,17743.94
SO125828,2024-09-25,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,19153.66
SO125829,2024-09-25,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,34559.3
SO125830,2024-09-25,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,18100.28
SO125831,2024-09-25,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,40045.18
SO125832,2024-09-25,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,30385.04
SO125833,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO125834,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125835,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125836,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,7499.0
SO125837,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125838,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125839,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125840,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125841,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8098.0
SO125842,2024-09-25,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125843,2024-09-26,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,45465.04
SO125844,2024-09-26,C0026,Great Lakes Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,34702.85
SO125845,2024-09-26,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,34217.18
SO125846,2024-09-26,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,24176.1
SO125847,2024-09-26,C0030,Blue Ridge Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,34589.18
SO125848,2024-09-26,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,38663.95
SO125849,2024-09-26,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,50522.56
SO125850,2024-09-26,C0016,Coastal Gravel Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,37561.55
SO125851,2024-09-26,C0028,Windy City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,30350.45
SO125852,2024-09-26,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,13513.52
SO125853,2024-09-26,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,16700.52
SO125854,2024-09-26,C0027,Prairie Trail Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,26034.42
SO125855,2024-09-26,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,30995.04
SO125856,2024-09-26,C0033,Appalachian Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,25662.42
SO125857,2024-09-26,C0005,Mesa Mountain Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,71418.75
SO125858,2024-09-26,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,30038.78
SO125859,2024-09-26,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,27895.04
SO125860,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8498.0
SO125861,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO125862,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3499.0
SO125863,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125864,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125865,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9198.0
SO125866,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,9798.0
SO125867,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,8498.0
SO125868,2024-09-26,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125869,2024-09-27,C0032,Southern Singletrack,Dealer,Booked,Net 30,Phoenix Distribution Center,23005.45
SO125870,2024-09-27,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,18391.1
SO125871,2024-09-27,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,12737.4
SO125872,2024-09-27,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,30001.8
SO125873,2024-09-27,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,17046.28
SO125874,2024-09-27,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,26498.46
SO125875,2024-09-27,C0019,Front Range Cyclery,Dealer,Booked,Net 30,Phoenix Distribution Center,19959.66
SO125876,2024-09-27,C0010,Evergreen Cyclery,Dealer,Booked,Net 45,Phoenix Distribution Center,13393.94
SO125877,2024-09-27,C0015,Sierra Cycle Works,Dealer,Booked,Net 30,Phoenix Distribution Center,9793.52
SO125878,2024-09-27,C0020,Alpine Ride Co.,Dealer,Booked,Net 30,Phoenix Distribution Center,23491.8
SO125879,2024-09-27,C0006,Tucson Trail Works,Dealer,Booked,Net 30,Phoenix Distribution Center,16426.28
SO125880,2024-09-27,C0008,Sedona Ride Center,Dealer,Booked,Net 30,Phoenix Distribution Center,31739.66
SO125881,2024-09-27,C0014,Redwood Ride Shop,Dealer,Booked,Net 30,Phoenix Distribution Center,6818.14
SO125882,2024-09-27,C0021,Rocky Peak Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,24303.5
SO125883,2024-09-27,C0022,Wasatch Wheel Works,Dealer,Booked,Net 30,Phoenix Distribution Center,12893.52
SO125884,2024-09-27,C0018,High Country Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,31894.2
SO125885,2024-09-27,C0035,Adirondack Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,17026.75
SO125886,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125887,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,5199.0
SO125888,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125889,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO125890,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125891,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125892,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,6199.0
SO125893,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125894,2024-09-27,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125895,2024-09-28,C0003,Cactus Cycling,Dealer,Booked,Net 30,Phoenix Distribution Center,39919.94
SO125896,2024-09-28,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,26839.8
SO125897,2024-09-28,C0011,Cascade Bikes,Dealer,Booked,Net 30,Phoenix Distribution Center,46242.08
SO125898,2024-09-28,C0013,Pacific Trail Bikes,Dealer,Booked,Net 45,Phoenix Distribution Center,43724.46
SO125899,2024-09-28,C0012,Rain City Cycles,Dealer,Booked,Net 30,Phoenix Distribution Center,39773.5
SO125900,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125901,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125902,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12098.0
SO125903,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125904,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125905,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
SO125906,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3999.0
SO125907,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,12398.0
SO125908,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,4599.0
SO125909,2024-09-28,C0001,Sonoran Cycles Online,DTC,Booked,Credit Card,Phoenix Distribution Center,3299.0
