date,weather,dealer_orders,dtc_orders,total_orders,purchase_orders_received,purchase_units_received,purchase_orders_created,purchase_units_ordered,total_on_hand_units,total_available_units,out_of_stock_skus
2025-05-09,Sunny,22,16,38,2,127,3,185,7492,7492,15
2025-05-10,Sunny,8,19,27,1,60,2,120,7497,7497,16
2025-05-11,Sunny,3,18,21,1,60,0,0,7521,7521,15
2025-05-12,Sunny,29,13,42,3,189,0,0,7490,7490,15
2025-05-13,Sunny,36,13,49,2,123,5,309,7358,7358,19
2025-05-14,Sunny,27,14,41,4,243,1,61,7381,7381,18
2025-05-15,Sunny,25,11,36,5,306,2,125,7501,7501,19
2025-05-16,Sunny,21,19,40,2,120,2,120,7485,7485,19
2025-05-17,Sunny,7,20,27,1,60,1,60,7484,7484,19
2025-05-18,Sunny,3,18,21,1,60,1,61,7502,7502,19
2025-05-19,Sunny,29,12,41,4,246,4,248,7525,7525,19
2025-05-20,Sunny,33,13,46,1,61,3,186,7356,7356,19
2025-05-21,Sunny,31,11,42,0,0,6,374,7100,7100,21
2025-05-22,Sunny,28,14,42,3,181,4,252,7075,7075,20
2025-05-23,Sunny,26,17,43,2,121,3,182,7008,7008,18
2025-05-24,Sunny,8,19,27,1,60,4,246,6997,6997,18
2025-05-25,Sunny,3,18,21,2,123,0,0,7088,7088,17
2025-05-26,Sunny,32,13,45,1,62,1,64,6922,6922,20
2025-05-27,Sunny,32,13,45,4,247,4,254,6919,6919,22
2025-05-28,Sunny,33,13,46,2,125,5,304,6810,6810,24
2025-05-29,Sunny,31,13,44,4,246,3,188,6832,6832,25
2025-05-30,Sunny,26,17,43,4,243,4,248,6873,6873,25
2025-05-31,Sunny,8,22,30,3,180,1,60,6974,6974,22
2025-06-01,Sunny,3,17,20,3,187,0,0,7131,7131,20
2025-06-02,Sunny,27,14,41,0,0,4,248,6926,6926,22
2025-06-03,Sunny,31,13,44,4,248,8,491,6968,6968,22
2025-06-04,Sunny,30,12,42,3,182,1,62,6913,6913,23
2025-06-05,Sunny,28,13,41,1,60,4,253,6747,6747,25
2025-06-06,Sunny,24,17,41,2,128,2,123,6723,6723,25
2025-06-07,Sunny,7,20,27,1,60,2,122,6724,6724,25
2025-06-08,Sunny,2,18,20,1,63,0,0,6750,6750,25
2025-06-09,Sunny,25,14,39,4,248,2,120,6810,6810,25
2025-06-10,Sunny,32,12,44,2,126,2,124,6702,6702,27
2025-06-11,Sunny,28,14,42,3,192,8,509,6714,6714,28
2025-06-12,Sunny,27,11,38,5,313,1,60,6863,6863,27
2025-06-13,Sunny,23,17,40,3,182,2,123,6863,6863,28
2025-06-14,Sunny,7,19,26,5,311,3,183,7103,7103,25
2025-06-15,Sunny,3,16,19,1,60,0,0,7125,7125,24
2025-06-16,Sunny,24,12,36,1,64,1,62,7021,7021,27
2025-06-17,Sunny,31,12,43,4,247,2,126,7019,7019,25
2025-06-18,Sunny,28,14,42,4,243,5,309,7022,7022,25
2025-06-19,Sunny,25,13,38,3,184,5,306,6986,6986,23
2025-06-20,Sunny,23,13,36,6,370,2,127,7195,7195,22
2025-06-21,Sunny,7,20,27,1,60,1,60,7185,7185,22
2025-06-22,Sunny,3,18,21,0,0,0,0,7146,7146,22
2025-06-23,Sunny,25,13,38,3,188,1,61,7188,7188,22
2025-06-24,Sunny,28,12,40,4,245,3,189,7194,7194,22
2025-06-25,Sunny,26,13,39,1,62,4,243,7065,7065,23
2025-06-26,Sunny,27,14,41,4,258,2,123,7102,7102,23
2025-06-27,Sunny,21,15,36,3,181,1,62,7100,7100,23
2025-06-28,Sunny,7,19,26,3,186,0,0,7219,7219,20
2025-06-29,Sunny,2,17,19,1,60,1,60,7249,7249,20
2025-06-30,Sunny,26,14,40,1,60,2,126,7123,7123,22
2025-07-01,Sunny,27,11,38,2,124,6,368,7051,7051,21
2025-07-02,Sunny,25,11,36,6,379,6,364,7178,7178,18
2025-07-03,Sunny,22,14,36,5,306,4,241,7290,7290,18
2025-07-04,Sunny,23,12,35,2,123,5,307,7235,7235,19
2025-07-05,Sunny,6,16,22,3,185,0,0,7373,7373,17
2025-07-06,Sunny,2,14,16,1,63,0,0,7405,7405,16
2025-07-07,Sunny,21,10,31,0,0,3,185,7257,7257,17
2025-07-08,Sunny,26,9,35,2,126,3,194,7185,7185,18
2025-07-09,Sunny,24,13,37,4,246,0,0,7278,7278,18
2025-07-10,Sunny,25,13,38,4,242,3,188,7344,7344,20
2025-07-11,Sunny,18,17,35,5,317,3,188,7543,7543,17
2025-07-12,Sunny,7,16,23,0,0,0,0,7468,7468,17
2025-07-13,Sunny,2,17,19,0,0,0,0,7440,7440,17
2025-07-14,Sunny,24,12,36,1,61,3,184,7336,7336,19
2025-07-15,Sunny,28,10,38,2,127,4,248,7301,7301,20
2025-07-16,Sunny,26,11,37,5,305,9,558,7403,7403,17
2025-07-17,Sunny,22,12,34,2,123,2,123,7344,7344,19
2025-07-18,Sunny,21,14,35,2,123,0,0,7330,7330,17
2025-07-19,Sunny,7,17,24,1,64,2,121,7313,7313,16
2025-07-20,Sunny,2,17,19,1,60,1,60,7344,7344,16
2025-07-21,Sunny,24,11,35,3,186,2,123,7346,7346,16
2025-07-22,Sunny,26,13,39,2,126,2,123,7243,7243,15
2025-07-23,Sunny,24,11,35,4,241,1,60,7310,7310,15
2025-07-24,Sunny,22,13,35,3,182,3,185,7298,7298,14
2025-07-25,Sunny,19,15,34,4,245,2,124,7376,7376,16
2025-07-26,Sunny,7,16,23,0,0,1,60,7322,7322,17
2025-07-27,Sunny,2,15,17,1,62,0,0,7350,7350,17
2025-07-28,Sunny,26,11,37,3,185,2,120,7328,7328,16
2025-07-29,Sunny,26,10,36,3,194,4,248,7306,7306,20
2025-07-30,Sunny,22,11,33,0,0,3,188,7122,7122,20
2025-07-31,Sunny,22,12,34,7,430,3,183,7372,7372,14
2025-08-01,Sunny,18,13,31,6,372,1,65,7593,7593,13
2025-08-02,Sunny,6,15,21,2,121,3,185,7652,7652,13
2025-08-03,Sunny,2,12,14,1,62,1,60,7678,7678,14
2025-08-04,Sunny,21,9,30,3,184,2,120,7683,7683,12
2025-08-05,Sunny,23,10,33,4,248,1,60,7722,7722,13
2025-08-06,Sunny,21,9,30,7,435,2,122,8001,8001,11
2025-08-07,Sunny,22,11,33,2,123,2,123,7957,7957,9
2025-08-08,Sunny,19,12,31,0,0,7,430,7758,7758,9
2025-08-09,Sunny,5,15,20,2,121,1,61,7836,7836,8
2025-08-10,Sunny,2,15,17,1,60,1,60,7862,7862,9
2025-08-11,Sunny,20,10,30,2,123,2,123,7824,7824,13
2025-08-12,Sunny,23,10,33,1,62,4,240,7696,7696,13
2025-08-13,Sunny,22,9,31,1,60,2,122,7572,7572,15
2025-08-14,Sunny,21,10,31,2,124,2,125,7550,7550,17
2025-08-15,Sunny,17,11,28,4,247,2,128,7623,7623,13
2025-08-16,Sunny,6,14,20,0,0,1,62,7569,7569,13
2025-08-17,Sunny,2,13,15,0,0,0,0,7547,7547,13
2025-08-18,Sunny,23,10,33,1,60,1,61,7436,7436,12
2025-08-19,Sunny,21,11,32,4,248,4,251,7501,7501,11
2025-08-20,Sunny,20,9,29,1,62,3,181,7414,7414,11
2025-08-21,Sunny,20,11,31,4,244,2,124,7479,7479,12
2025-08-22,Sunny,19,12,31,1,65,3,185,7400,7400,12
2025-08-23,Sunny,6,15,21,4,246,2,125,7595,7595,10
2025-08-24,Sunny,2,15,17,0,0,0,0,7561,7561,11
2025-08-25,Sunny,19,9,28,2,120,2,123,7511,7511,11
2025-08-26,Sunny,23,10,33,0,0,3,189,7350,7350,15
2025-08-27,Sunny,20,10,30,2,121,2,123,7313,7313,19
2025-08-28,Sunny,20,12,32,2,123,1,60,7281,7281,20
2025-08-29,Sunny,19,12,31,8,496,1,60,7642,7642,14
2025-08-30,Sunny,6,15,21,1,61,0,0,7633,7633,13
2025-08-31,Sunny,2,14,16,1,60,1,62,7658,7658,13
2025-09-01,Sunny,16,8,24,1,61,0,0,7595,7595,13
2025-09-02,Sunny,22,9,31,3,180,4,243,7594,7594,12
2025-09-03,Sunny,18,9,27,1,60,3,185,7518,7518,14
2025-09-04,Sunny,19,9,28,2,124,3,186,7502,7502,14
2025-09-05,Sunny,17,11,28,2,123,3,184,7491,7491,15
2025-09-06,Sunny,5,12,17,0,0,2,120,7420,7420,15
2025-09-07,Sunny,2,11,13,1,60,1,62,7450,7450,16
2025-09-08,Sunny,18,9,27,1,61,0,0,7408,7408,17
2025-09-09,Sunny,19,9,28,3,191,1,63,7462,7462,15
2025-09-10,Sunny,18,9,27,4,243,3,182,7582,7582,12
2025-09-11,Sunny,17,10,27,3,183,1,60,7633,7633,13
2025-09-12,Sunny,16,12,28,4,247,3,181,7765,7765,11
2025-09-13,Sunny,6,11,17,3,186,3,182,7892,7892,9
2025-09-14,Sunny,2,13,15,1,66,1,61,7936,7936,8
2025-09-15,Sunny,21,8,29,3,185,3,183,7977,7977,6
2025-09-16,Sunny,23,9,32,2,127,5,308,7892,7892,7
2025-09-17,Sunny,20,8,28,1,63,0,0,7774,7774,6
2025-09-18,Sunny,19,8,27,2,120,2,122,7725,7725,5
2025-09-19,Sunny,16,10,26,1,60,4,247,7637,7637,5
2025-09-20,Sunny,5,13,18,1,61,1,60,7656,7656,5
2025-09-21,Sunny,2,12,14,1,60,0,0,7684,7684,5
2025-09-22,Sunny,19,8,27,0,0,1,63,7521,7521,5
2025-09-23,Sunny,20,9,29,3,181,5,322,7544,7544,5
2025-09-24,Sunny,17,9,26,1,60,4,249,7432,7432,8
2025-09-25,Sunny,16,8,24,4,248,2,120,7533,7533,6
2025-09-26,Sunny,14,10,24,3,184,5,307,7590,7590,7
2025-09-27,Sunny,5,13,18,1,60,1,60,7603,7603,7
2025-09-28,Sunny,2,13,15,1,62,0,0,7628,7628,7
2025-09-29,Sunny,19,9,28,0,0,2,123,7524,7524,8
2025-09-30,Sunny,23,8,31,2,125,6,366,7432,7432,12
2025-10-01,Sunny,16,9,25,3,182,5,307,7470,7470,10
2025-10-02,Sunny,15,8,23,1,62,2,124,7408,7408,11
2025-10-03,Sunny,13,9,22,3,185,0,0,7478,7478,9
2025-10-04,Sunny,4,11,15,2,122,0,0,7548,7548,8
2025-10-05,Sunny,1,11,12,2,121,1,61,7654,7654,8
2025-10-06,Sunny,16,8,24,2,121,5,309,7656,7656,7
2025-10-07,Sunny,18,7,25,5,308,7,432,7798,7798,6
2025-10-08,Sunny,16,7,23,0,0,3,182,7642,7642,8
2025-10-09,Sunny,15,7,22,1,60,1,63,7578,7578,8
2025-10-10,Sunny,13,10,23,3,187,1,60,7666,7666,9
2025-10-11,Sunny,4,11,15,1,60,2,122,7670,7670,10
2025-10-12,Sunny,2,10,12,2,121,3,182,7760,7760,10
2025-10-13,Sunny,15,7,22,2,123,2,127,7728,7728,11
2025-10-14,Sunny,16,6,22,5,322,3,190,7889,7889,7
2025-10-15,Sunny,15,7,22,5,310,0,0,8062,8062,8
2025-10-16,Sunny,16,7,23,1,60,1,60,8000,8000,11
2025-10-17,Sunny,13,9,22,4,247,1,61,8151,8151,11
2025-10-18,Sunny,4,11,15,2,122,0,0,8243,8243,12
2025-10-19,Sunny,1,10,11,1,60,0,0,8288,8288,12
2025-10-20,Sunny,13,8,21,3,183,1,61,8355,8355,11
2025-10-21,Sunny,17,8,25,3,185,1,61,8412,8412,11
2025-10-22,Sunny,15,8,23,3,186,4,241,8508,8508,9
2025-10-23,Sunny,14,8,22,0,0,0,0,8396,8396,10
2025-10-24,Sunny,15,10,25,1,61,1,60,8321,8321,10
2025-10-25,Sunny,4,9,13,1,60,0,0,8329,8329,9
2025-10-26,Sunny,1,11,12,1,60,0,0,8368,8368,9
2025-10-27,Sunny,15,7,22,3,186,1,61,8438,8438,12
2025-10-28,Sunny,19,7,26,6,372,2,133,8634,8634,7
2025-10-29,Sunny,17,7,24,3,182,1,64,8677,8677,6
2025-10-30,Sunny,16,8,24,3,181,0,0,8732,8732,6
2025-10-31,Sunny,13,9,22,3,181,2,120,8811,8811,8
2025-11-01,Sunny,4,12,16,3,186,0,0,8942,8942,9
2025-11-02,Sunny,1,12,13,2,122,0,0,9043,9043,8
2025-11-03,Sunny,16,8,24,2,127,1,60,9024,9024,7
2025-11-04,Sunny,17,7,24,2,127,1,63,9004,9004,7
2025-11-05,Sunny,17,8,25,2,123,2,123,8972,8972,7
2025-11-06,Sunny,17,8,25,2,120,1,61,8931,8931,5
2025-11-07,Sunny,12,10,22,1,61,2,120,8890,8890,4
2025-11-08,Sunny,4,12,16,1,63,2,124,8911,8911,4
2025-11-09,Sunny,2,11,13,0,0,3,183,8883,8883,4
2025-11-10,Sunny,16,8,24,2,121,2,121,8857,8857,3
2025-11-11,Sunny,18,7,25,2,121,2,121,8824,8824,3
2025-11-12,Sunny,17,8,25,1,60,5,309,8734,8734,5
2025-11-13,Sunny,14,8,22,2,124,1,60,8701,8701,5
2025-11-14,Sunny,15,10,25,0,0,2,120,8592,8592,5
2025-11-15,Sunny,4,10,14,0,0,0,0,8548,8548,6
2025-11-16,Sunny,2,12,14,0,0,0,0,8520,8520,6
2025-11-17,Sunny,16,8,24,1,61,8,488,8423,8423,5
2025-11-18,Sunny,20,9,29,2,133,3,183,8359,8359,5
2025-11-19,Sunny,20,8,28,1,64,4,243,8242,8242,5
2025-11-20,Sunny,15,9,24,0,0,4,244,8096,8096,7
2025-11-21,Sunny,16,10,26,4,241,5,305,8215,8215,8
2025-11-22,Sunny,4,12,16,0,0,1,62,8170,8170,8
2025-11-23,Sunny,1,11,12,1,60,0,0,8211,8211,8
2025-11-24,Sunny,14,8,22,1,60,3,182,8150,8150,9
2025-11-25,Sunny,17,7,24,1,63,1,61,8071,8071,10
2025-11-26,Sunny,18,8,26,0,0,0,0,7944,7944,11
2025-11-27,Sunny,16,9,25,1,61,3,180,7869,7869,12
2025-11-28,Sunny,12,9,21,2,120,1,60,7903,7903,13
2025-11-29,Sunny,5,11,16,1,64,2,123,7901,7901,12
2025-11-30,Sunny,1,9,10,3,181,0,0,8062,8062,9
2025-12-01,Sunny,12,6,18,2,121,2,124,8075,8075,10
2025-12-02,Sunny,14,5,19,2,121,2,122,8091,8091,11
2025-12-03,Sunny,13,6,19,3,187,2,127,8177,8177,8
2025-12-04,Sunny,14,6,20,1,60,4,248,8143,8143,7
2025-12-05,Sunny,12,7,19,3,183,2,122,8237,8237,7
2025-12-06,Sunny,3,8,11,0,0,0,0,8200,8200,9
2025-12-07,Sunny,1,8,9,0,0,0,0,8187,8187,9
2025-12-08,Sunny,12,6,18,8,487,4,242,8554,8554,5
2025-12-09,Sunny,12,6,18,3,185,1,61,8653,8653,4
2025-12-10,Sunny,13,6,19,3,182,1,61,8722,8722,2
2025-12-11,Sunny,13,6,19,3,184,0,0,8787,8787,3
2025-12-12,Sunny,9,7,16,6,364,2,124,9062,9062,2
2025-12-13,Sunny,3,8,11,1,62,0,0,9087,9087,2
2025-12-14,Sunny,1,9,10,1,60,0,0,9134,9134,2
2025-12-15,Sunny,13,6,19,1,61,0,0,9068,9068,3
2025-12-16,Sunny,14,5,19,1,61,1,61,9017,9017,3
2025-12-17,Sunny,11,6,17,1,61,2,123,8984,8984,4
2025-12-18,Sunny,13,7,20,4,240,1,61,9124,9124,4
2025-12-19,Sunny,11,7,18,2,121,1,61,9164,9164,5
2025-12-20,Sunny,4,9,13,2,120,0,0,9246,9246,5
2025-12-21,Sunny,1,8,9,1,63,0,0,9293,9293,5
2025-12-22,Sunny,12,5,17,2,124,1,62,9313,9313,5
2025-12-23,Sunny,14,5,19,1,62,3,185,9255,9255,4
2025-12-24,Sunny,14,7,21,4,248,3,181,9363,9363,5
2025-12-25,Sunny,11,6,17,4,248,0,0,9522,9522,5
2025-12-26,Sunny,11,7,18,1,60,3,192,9465,9465,4
2025-12-27,Sunny,4,9,13,0,0,0,0,9429,9429,4
2025-12-28,Sunny,1,8,9,0,0,0,0,9408,9408,4
2025-12-29,Sunny,12,6,18,3,184,3,186,9509,9509,3
2025-12-30,Sunny,13,5,18,1,61,0,0,9448,9448,2
2025-12-31,Sunny,12,6,18,1,61,1,60,9411,9411,4
